,dataset,area_by_perimeter
129,Volker,0.004159525889969989
130,Volker,0.003846417076336239
131,Volker,0.014035445267893657
132,Volker,0.004730652904937271
133,Volker,0.0021703339365577203
134,Volker,0.0025693574862962567
135,Volker,0.003940335663053719
136,Volker,0.0024193268382182408
137,Volker,0.002900775947219662
138,Volker,0.005118987784173867
139,Volker,0.0016709511031000029
140,Volker,0.006131228812043576
141,Volker,0.0029365138417771102
142,Volker,0.003070381229795994
143,Volker,0.0015326786854963203
144,Volker,0.0028444146219491246
145,Volker,0.0030926518240881914
146,Volker,0.003748402900861527
147,Volker,0.0027052488835344786
148,Volker,0.003463513159118933
149,Volker,0.003077455538231405
150,Volker,0.0024561633451650557
151,Volker,0.007958720463029154
152,Volker,0.002134585822400463
153,Volker,0.004580893283233938
154,Volker,0.011362170607967337
155,Volker,0.016862631522993336
156,Volker,0.004858899412448338
157,Volker,0.003941759452308775
158,Volker,0.012399669429827311
159,Volker,0.008516267997170882
160,Volker,0.0026264213151403265
161,Volker,0.009221479969657555
162,Volker,0.005708873912567087
163,Volker,0.0036375557176993034
164,Volker,0.0033961806887376758
165,Volker,0.003430778603732999
166,Volker,0.01073045064235654
167,Volker,0.005284992090663808
168,Volker,0.001329725599020219
169,Volker,0.0019028606397325624
170,Volker,0.0025088141319703303
171,Volker,0.015825720880281113
172,Volker,0.003320115421219582
173,Volker,0.002876482331136721
174,Volker,0.00303812217210791
175,Volker,0.00717687763978343
176,Volker,0.003265120110575364
177,Volker,0.012908092901508822
178,Volker,0.004084930210851975
179,Volker,0.039180037159575305
180,Volker,0.0018854646812536296
181,Volker,0.005554594015115661
182,Volker,0.0023117998146978853
183,Volker,0.014104395337191176
184,Volker,0.0027082455149052102
185,Volker,0.002744503325555415
186,Volker,0.004208768375072939
187,Volker,0.013666168845835902
188,Volker,0.00805992208311348
189,Volker,0.002535027415204619
190,Volker,0.0029222549972774503
191,Volker,0.009805760889354634
192,Volker,0.011110994479318254
193,Volker,0.005772636278177775
194,Volker,0.004522981258531615
195,Volker,0.0051509108461861635
196,Volker,0.006926825386257673
197,Volker,0.0033514575431897913
198,Volker,0.0029689259505540832
199,Volker,0.007431511606230504
200,Volker,0.0053169512922997784
201,Volker,0.016747225867912975
202,Volker,0.00357383045430282
203,Volker,0.002289257398641264
204,Volker,0.0028658200058745997
205,Volker,0.007072674400822536
206,Volker,0.013682877260555388
207,Volker,0.0256336258754587
208,Volker,0.002005028845967806
209,Volker,0.004975107723584086
210,Volker,0.007214987846621712
211,Volker,0.006941608087087227
212,Volker,0.015813655252490892
213,Volker,0.0028813013746246488
214,Volker,0.0028969028493881044
215,Volker,0.005323667277067351
216,Volker,0.011577500033060146
217,Volker,0.0036943243970157494
218,Volker,0.003312659349857848
219,Volker,0.002605162442266518
220,Volker,0.0026595441529832895
221,Volker,0.0016557509453813952
222,Volker,0.005220811243817397
223,Volker,0.00357874601972057
224,Volker,0.006678926044501829
225,Volker,0.007764052668305915
226,Volker,0.0027275488625300485
227,Volker,0.00295055395223986
228,Volker,0.0025186821483291193
229,Volker,0.004829072014533525
230,Volker,0.022407438760064846
231,Volker,0.005402763238529217
232,Volker,0.015693682632721098
233,Volker,0.00810416363299859
234,Volker,0.011141038830944546
235,Volker,0.012631146730456537
236,Volker,0.0074483827462391424
237,Volker,0.007615457961632231
238,Volker,0.01252007864398776
239,Volker,0.0035030663972237574
240,Volker,0.009068715417299056
241,Volker,0.002271160199966703
242,Volker,0.002777046952941435
243,Volker,0.0023825629271281477
244,Volker,0.004701009522003747
245,Volker,0.0028267400655677096
246,Volker,0.003394504440479586
247,Volker,0.002155234608533372
248,Volker,0.010873944770859184
249,Volker,0.0025826419182325296
250,Volker,0.0024241081639180986
251,Volker,0.002532042323025541
252,Volker,0.003954221816805428
253,Volker,0.00536945725257877
254,Volker,0.014165291417731467
255,Volker,0.0042393657869338585
256,Volker,0.0025892458771698723
257,Volker,0.004646674376652326
258,Volker,0.0027288119446548906
259,Volker,0.0027040665722491025
260,Volker,0.002403232085896659
261,Volker,0.010071174746610267
262,Volker,0.0028411128974073756
263,Volker,0.002513300462834417
264,Volker,0.0036866653130533
265,Volker,0.003645234890017136
266,Volker,0.002541929400672714
267,Volker,0.002538043892153123
268,Volker,0.0031226123243086536
269,Volker,0.0026044485944323246
270,Volker,0.004665146326686465
271,Volker,0.0051279952746503136
272,Volker,0.002787658374998951
273,Volker,0.005235235865071334
274,Volker,0.004034925103217631
275,Volker,0.016998442292019755
276,Volker,0.005390372802765603
277,Volker,0.009587868078399179
278,Volker,0.0028484236660619422
279,Volker,0.012938342944839896
280,Volker,0.0025347583798707306
281,Volker,0.002345900221598756
282,Volker,0.002443125791027397
283,Volker,0.002456478282272364
284,Volker,0.010079073380632466
285,Volker,0.0016536375815191023
286,Volker,0.002882536012913306
287,Volker,0.004192391466157206
288,Volker,0.013273073545204255
289,Volker,0.002377277523641498
290,Volker,0.013506174203715882
291,Volker,0.003094894133561772
292,Volker,0.002766093009266672
293,Volker,0.0034610079690880107
294,Volker,0.002681161847448158
295,Volker,0.0016884178401782525
296,Volker,0.01643252600504109
297,Volker,0.0028192166691037353
298,Volker,0.0026561849802552513
299,Volker,0.002749699022323635
300,Volker,0.0018338870096347765
301,Volker,0.002427885790996188
302,Volker,0.005072728292100041
303,Volker,0.00529384293834682
304,Volker,0.0013453546887887216
305,Volker,0.006367906636587671
306,Volker,0.0046169401827368785
307,Volker,0.0025611131909452005
308,Volker,0.014246572454730938
309,Volker,0.003430403297576877
310,Volker,0.0028682866978600612
311,Volker,0.0015310772515579635
312,Volker,0.010937754664441883
313,Volker,0.0033278892654739476
314,Volker,0.01590173888144596
315,Volker,0.0042897185009511925
316,Volker,0.00362922412481296
317,Volker,0.0023126333585009253
318,Volker,0.0023249096489239354
319,Volker,0.0018458043136123747
320,Volker,0.0024241750086957596
321,Volker,0.005350999401482047
322,Volker,0.0020469798472739307
323,Volker,0.0028575586198008
324,Volker,0.011727695893984823
325,Volker,0.003223927103758291
326,Volker,0.00327516997529133
327,Volker,0.016077380724319836
328,Volker,0.0030482743184798433
329,Volker,0.01201028419334601
330,Volker,0.0030637143916060925
331,Volker,0.00312401079657392
332,Volker,0.0036608656944706486
333,Volker,0.012055117636857156
334,Volker,0.01226021210116253
335,Volker,0.007907842633143798
336,Volker,0.004891978354434115
337,Volker,0.008383005812031807
338,Volker,0.0006933515291569354
339,Volker,0.01194918235906345
340,Volker,0.0026978918040771204
341,Volker,0.0034703310074762584
342,Volker,0.016361023707163056
343,Volker,0.003516684740981657
344,Volker,0.007523021789408785
345,Volker,0.004928940844700318
346,Volker,0.0032156457993653097
347,Volker,0.0022545915280272368
348,Volker,0.0022135539314069095
349,Volker,0.002950470880798845
350,Volker,0.002099887089256018
351,Volker,0.003988103816437649
352,Volker,0.002303617347693835
353,Volker,0.02249125598504266
354,Volker,0.003623456113355274
355,Volker,0.0021483678329086912
356,Volker,0.006975134561228983
357,Volker,0.002355783767007242
358,Volker,0.002727040263469446
359,Volker,0.0035791934372180903
360,Volker,0.017657924309583444
361,Volker,0.001296140689528273
362,Volker,0.019845961972085165
363,Volker,0.004735322789608945
364,Volker,0.002922714173242683
365,Volker,0.002881913431152472
366,Volker,0.00346199815996893
367,Volker,0.0035092039200260087
368,Volker,0.0042905592698711465
369,Volker,0.007391482509418884
370,Volker,0.011829668950983063
371,Volker,0.0019516061397009446
372,Volker,0.00744400117462455
373,Volker,0.003166832941970209
374,Volker,0.004389955174834401
375,Volker,0.0023867942071968433
376,Volker,0.0035314253758608966
377,Volker,0.003916222998924556
378,Volker,0.004615775704583902
379,Volker,0.002909169490008006
380,Volker,0.01848747073374894
381,Volker,0.0032169203064887817
382,Volker,0.0028662227649223783
383,Volker,0.005528559841658485
384,Volker,0.0028338884582857333
385,Volker,0.03141329219463395
386,Volker,0.0030196041703230165
387,Volker,0.004563268328624816
388,Volker,0.006566020573654034
389,Volker,0.004952893962972454
390,Volker,0.002194187154105512
391,Volker,0.0026954776128136513
392,Volker,0.0025866475156371862
393,Volker,0.017956450933334228
394,Volker,0.00451323394887631
395,Volker,0.0027908545753839034
396,Volker,0.0028662046295078987
397,Volker,0.0027264070916149614
398,Volker,0.0033179701797050568
399,Volker,0.0024365997481285303
400,Volker,0.029132150479076222
401,Volker,0.0028638356130182476
402,Volker,0.004399199394217364
403,Volker,0.0037152990804824003
404,Volker,0.015210697530976813
405,Volker,0.002817643335594747
406,Volker,0.0024667240048553366
407,Volker,0.003170140832474885
408,Volker,0.003586791710716999
409,Volker,0.019770571011901213
410,Volker,0.01601156191848067
411,Volker,0.0033912265257904075
412,Volker,0.002883861027299724
413,Volker,0.0031200993363470326
414,Volker,0.013646734515941207
415,Volker,0.005052441534696647
416,Volker,0.017251217932733955
417,Volker,0.0056541027988903135
418,Volker,0.005259077662656426
419,Volker,0.0048255421169467435
420,Volker,0.002961140288577034
421,Volker,0.004597903801480191
422,Volker,0.002675746127307206
423,Volker,0.004216722734745948
424,Volker,0.002910919731483476
425,Volker,0.002489977581261795
426,Volker,0.0006913511413497527
427,Volker,0.0025456094459798614
428,Volker,0.006231840135439762
429,Volker,0.003093341142816771
430,Volker,0.017550251623197975
431,Volker,0.0022975271724194513
432,Volker,0.004264150302414501
433,Volker,0.006791122847843334
434,Volker,0.02229337014958648
435,Volker,0.004179863600482969
436,Volker,0.007958096921160847
437,Volker,0.0063065631377866565
438,Volker,0.002228012835376437
439,Volker,0.0032204029221218366
440,Volker,0.005560127292255737
441,Volker,0.02696780019400405
442,Volker,0.0028645765658579536
443,Volker,0.004576637979135902
444,Volker,0.003930431270713336
445,Volker,0.00701122185464557
446,Volker,0.006126301089960891
447,Volker,0.002437658527487571
448,Volker,0.0027920066782851777
449,Volker,0.0027235964074083757
450,Volker,0.002402085359058025
451,Volker,0.0024262948139092124
452,Volker,0.011713788809657216
453,Volker,0.0026561546072167413
454,Volker,0.006121827815005049
455,Volker,0.01793872000682592
456,Volker,0.0023819823202714504
457,Volker,0.002367029708267432
458,Volker,0.0036441200795018095
459,Volker,0.0021619411825870042
460,Volker,0.0025811778708386465
461,Volker,0.0032616682629293837
462,Volker,0.005547481061988931
463,Volker,0.00572894762905178
464,Volker,0.0029627029645780847
465,Volker,0.002823909142082213
466,Volker,0.001622464585106293
467,Volker,0.002757691605822591
468,Volker,0.003365286614251091
469,Volker,0.0027509563521140516
470,Volker,0.002636411076378531
471,Volker,0.0032053373440178515
472,Volker,0.0027470039889230264
473,Volker,0.018068413595511562
474,Volker,0.0026953124898142582
475,Volker,0.0021540039987371002
476,Volker,0.003736074510843761
477,Volker,0.0023645139290774837
478,Volker,0.0029206790982366643
479,Volker,0.002937865145072981
480,Volker,0.005170503502917399
481,Volker,0.004111910936122074
482,Volker,0.0023322277808301268
483,Volker,0.003877450374523093
484,Volker,0.0033062475982104616
485,Volker,0.027676353874469733
486,Volker,0.004710973790544509
487,Volker,0.020398976293103863
488,Volker,0.0030890652614330313
489,Volker,0.004370934818087114
490,Volker,0.0032691595491040593
491,Volker,0.004588387165820303
492,Volker,0.002680027967678185
493,Volker,0.0077240634582173675
494,Volker,0.01008339464287108
495,Volker,0.015979716330219516
496,Volker,0.005206605199623673
497,Volker,0.007785233481770222
498,Volker,0.011101372756510599
499,Volker,0.0022456315756508288
500,Volker,0.013120215718596544
501,Volker,0.0023663245616198083
502,Volker,0.01254459489244706
503,Volker,0.009017458479715312
504,Volker,0.0026808339625155504
505,Volker,0.0023487037540002175
506,Volker,0.002568661842522445
507,Volker,0.0038153723186150736
508,Volker,0.005411551147454869
509,Volker,0.0026856096165716638
510,Volker,0.00716268559849213
511,Volker,0.010359499295205184
512,Volker,0.0029525634602770626
513,Volker,0.009635593587372307
514,Volker,0.003090752118616678
515,Volker,0.0047100962361362065
516,Volker,0.00981082143700689
517,Volker,0.0030249013000298963
518,Volker,0.007178485000134989
519,Volker,0.004585092691730567
520,Volker,0.006409138999294229
521,Volker,0.01077855403691977
522,Volker,0.004620302630591573
523,Volker,0.003932831419948999
524,Volker,0.003431512675857494
525,Volker,0.0032170421434462733
526,Volker,0.0026997294980391855
527,Volker,0.00803383047581951
528,Volker,0.0015903658421671776
529,Volker,0.011565827371875401
530,Volker,0.0030206427127616527
531,Volker,0.011033169567721221
532,Volker,0.002776973324073885
533,Volker,0.0028607755431775276
534,Volker,0.009536184124332507
535,Volker,0.0032572453134537428
536,Volker,0.003855618795641145
537,Volker,0.0036805668234664544
538,Volker,0.003461638946176367
539,Volker,0.0043433987561887315
540,Volker,0.0027734776190337326
541,Volker,0.0031153542016683746
542,Volker,0.0013098452924219075
543,Volker,0.026219942853111522
544,Volker,0.003536999973576161
545,Volker,0.0032514205173112295
546,Volker,0.017671658016868094
547,Volker,0.0026379768892658946
548,Volker,0.002131234613526413
549,Volker,0.006405327877659225
550,Volker,0.0018069805190213918
551,Volker,0.003984466271067847
552,Volker,0.0077633423754368885
553,Volker,0.007180317404050649
554,Volker,0.006086982935520657
555,Volker,0.003398383604251874
556,Volker,0.0028383008631065105
557,Volker,0.005516495595837534
558,Volker,0.008552933784214059
559,Volker,0.010623155260538168
560,Volker,0.005013445486467151
561,Volker,0.0029365277506628977
562,Volker,0.0029629722145832317
563,Volker,0.0038129045053725452
564,Volker,0.002214584097319452
565,Volker,0.0006693928539140574
566,Volker,0.0027627625593464934
567,Volker,0.0018568256170958357
568,Volker,0.0021288256050042234
569,Volker,0.00264595776480954
570,Volker,0.003918357096877179
571,Volker,0.0028729957992249607
572,Volker,0.002402706937282229
573,Volker,0.014175727307942568
574,Volker,0.0024768502917614592
575,Volker,0.002515663533860019
576,Volker,0.0036661183475196835
577,Volker,0.0067650879543909885
578,Volker,0.003121234280788258
579,Volker,0.002180388933053875
580,Volker,0.009593906524825143
581,Volker,0.009816359998767494
582,Volker,0.002600395152175552
583,Volker,0.01550072843057055
584,Volker,0.002126986857958308
585,Volker,0.0036454874674521254
586,Volker,0.00234179828086477
587,Volker,0.002559198001428229
588,Volker,0.005641850365869322
589,Volker,0.003914468452381363
590,Volker,0.00274229826732447
591,Volker,0.012753138602801339
592,Volker,0.004099924199543965
593,Volker,0.0029162197239266446
594,Volker,0.029312935623485376
595,Volker,0.0027898728065872116
596,Volker,0.0028178193294254336
597,Volker,0.00300726232079389
598,Volker,0.003104170468625471
599,Volker,0.0037284059884227926
600,Volker,0.005036117660058719
601,Volker,0.002886312976134396
602,Volker,0.004611399612395068
603,Volker,0.004390544607619563
604,Volker,0.0070922063018328055
605,Volker,0.002911675096397448
606,Volker,0.004633331178201529
607,Volker,0.00181025019161108
608,Volker,0.0026285737236478174
609,Volker,0.017489090198453867
610,Volker,0.004291664015240178
611,Volker,0.002827551920262653
612,Volker,0.01016744117054756
613,Volker,0.015351230854318294
614,Volker,0.01705437538370566
615,Volker,0.003390244045222485
616,Volker,0.0028108125753354882
617,Volker,0.0043426096179184906
618,Volker,0.0009027493999694682
619,Volker,0.0008900775451600959
620,Volker,0.0025521295833819038
621,Volker,0.0029038188477101884
622,Volker,0.005296820279147701
623,Volker,0.05629419056658626
624,Volker,0.004323031483011962
625,Volker,0.005599584373988017
626,Volker,0.020370107245753322
627,Volker,0.021310754707596555
628,Volker,0.005695471573240191
629,Volker,0.004911743899374382
630,Volker,0.0023165911507267703
631,Volker,0.008023228124905992
632,Volker,0.0030140586483747627
633,Volker,0.0025055779349090986
634,Volker,0.0031989034015997963
635,Volker,0.0025081938862544784
636,Volker,0.011875287468146345
637,Volker,0.004374182562336038
638,Volker,0.0031849692604608384
639,Volker,0.013841419516643971
640,Volker,0.01182186076445471
641,Volker,0.004620528723261151
642,Volker,0.0050106083120019665
643,Volker,0.0031371296093966484
644,Volker,0.002701457961837954
645,Volker,0.002904156352977587
646,Volker,0.004478590482042821
647,Volker,0.005226859424798555
648,Volker,0.003276941135796974
649,Volker,0.002585094503635984
650,Volker,0.008735722230725766
651,Volker,0.0031982628989806017
652,Volker,0.007559099234193142
653,Volker,0.0028553989174972417
654,Volker,0.0048052846737995925
655,Volker,0.001862178514327135
656,Volker,0.0025719361125471503
657,Volker,0.001678711586704808
658,Volker,0.0023139018028053462
659,Volker,0.002547966209010072
660,Volker,0.0025278000828529096
661,Volker,0.002365710854561199
662,Volker,0.002470428649288456
663,Volker,0.0032189826253848576
664,Volker,0.0043668201921224364
665,Volker,0.0055758925823219995
666,Volker,0.004711896939452178
667,Volker,0.002739086789550844
668,Volker,0.0021293113614011265
669,Volker,0.01225761533491978
670,Volker,0.0031607014447543238
671,Volker,0.004278475531019069
672,Volker,0.004855382236428339
673,Volker,0.002831086494966537
674,Volker,0.0025579318971994994
675,Volker,0.003583398864005938
676,Volker,0.003157670580574166
677,Volker,0.0024485311074964058
678,Volker,0.0030978495663593307
679,Volker,0.026154656753816896
680,Volker,0.004164734070975087
681,Volker,0.0024541163714836326
682,Volker,0.0022958628635136626
683,Volker,0.00273519686350689
684,Volker,0.0037827518460138293
685,Volker,0.0025250927501702567
686,Volker,0.004959376873438147
687,Volker,0.0039031043671375193
688,Volker,0.0028901157816621655
689,Volker,0.00636436691288369
690,Volker,0.021095547425632962
691,Volker,0.0032456832804990815
692,Volker,0.0032547790617630233
693,Volker,0.0026308356897758014
694,Volker,0.0029802841546998195
695,Volker,0.013900210184873191
696,Volker,0.0028719689970337554
697,Volker,0.0028863965446247392
698,Volker,0.0028104402707369285
699,Volker,0.004741366507637546
700,Volker,0.002307290866756238
701,Volker,0.017059832671652463
702,Volker,0.0034203798744551466
703,Volker,0.005998031865689089
704,Volker,0.002641093565068693
705,Volker,0.019000196616605156
706,Volker,0.003177793391336577
707,Volker,0.005669871693887817
708,Volker,0.0029869483499258245
709,Volker,0.0028019100622893975
710,Volker,0.003820231012383079
711,Volker,0.010196839254801696
712,Volker,0.005467984074881833
713,Volker,0.003884254178638713
714,Volker,0.002677744136814077
715,Volker,0.005611137445755385
716,Volker,0.003328966320543566
717,Volker,0.010634369571277353
718,Volker,0.004628692644792469
719,Volker,0.0026480069912931466
720,Volker,0.009665642121592212
721,Volker,0.004006163089043999
722,Volker,0.004856163647055273
723,Volker,0.002523672010058717
724,Volker,0.0024353450309534852
725,Volker,0.002528605423832828
726,Volker,0.0029541852277615755
727,Volker,0.00287245301283651
728,Volker,0.004618715575074777
729,Volker,0.002856356763395319
730,Volker,0.0021523513535058507
731,Volker,0.004611881100300783
732,Volker,0.0037501968611246025
733,Volker,0.004191360382102011
734,Volker,0.003375375700013923
735,Volker,0.0047140445004072344
736,Volker,0.003221621412919478
737,Volker,0.0027439125069367663
738,Volker,0.005092023211107547
739,Volker,0.004523616963867031
740,Volker,0.004256969411280614
741,Volker,0.0015860282925208226
742,Volker,0.002533530010751487
743,Volker,0.003057834897720939
744,Volker,0.003249546102241407
745,Volker,0.0030310819644808955
746,Volker,0.0032000887647659695
747,Volker,0.0021996570596403537
748,Volker,0.01904123001117432
749,Volker,0.007099409115090222
750,Volker,0.018630657739716103
751,Volker,0.0024909673608566533
752,Volker,0.004752359890901664
753,Volker,0.0037005647042852832
754,Volker,0.024506747165826254
755,Volker,0.0018127827862821633
756,Volker,0.01074192964605186
757,Volker,0.002644295085778432
758,Volker,0.0032353876620350467
759,Volker,0.005555584659888616
760,Volker,0.0041010320108625965
761,Volker,0.002034644994836193
762,Volker,0.009446756940673703
763,Volker,0.0031143609175798975
764,Volker,0.019619643132584668
765,Volker,0.0038851504909912593
766,Volker,0.014783677399920881
767,Volker,0.0029465393689684367
768,Volker,0.002740979442402457
769,Volker,0.027152214442688477
770,Volker,0.004763513426676664
771,Volker,0.020140197231488518
772,Volker,0.0018271396301211486
773,Volker,0.0031666612364810937
774,Volker,0.0018259738435638473
775,Volker,0.002743619638499116
776,Volker,0.003582341410564828
777,Volker,0.0034104963504061475
778,Volker,0.0020267502612589727
779,Volker,0.0033540817750855522
780,Volker,0.0012249054695769909
781,Volker,0.004177407071921579
782,Volker,0.0029677287859338412
783,Volker,0.002502701299516773
784,Volker,0.007827081918063123
785,Volker,0.0030577855066102034
786,Volker,0.014210482173445844
787,Volker,0.005409087905245859
788,Volker,0.0026190432861618435
789,Volker,0.0024121825038034956
790,Volker,0.0026933505177550174
791,Volker,0.03205771986124607
792,Volker,0.0026074919073841006
793,Volker,0.012010871738237786
794,Volker,0.002791838824717553
795,Volker,0.007810405093107255
796,Volker,0.0025623217706060987
797,Volker,0.002201014491465521
798,Volker,0.023452626787378923
799,Volker,0.009946759549639032
800,Volker,0.004099256019689935
801,Volker,0.004661053769124494
802,Volker,0.002764942541807073
803,Volker,0.002888683775056082
804,Volker,0.0043274138577538025
805,Volker,0.003718888402717508
806,Volker,0.007511681884559238
807,Volker,0.003026971011505777
808,Volker,0.008253150240305153
809,Volker,0.007840413907841095
810,Volker,0.0027930881733165937
811,Volker,0.0043089380433683315
812,Volker,0.0025896494929103946
813,Volker,0.0042520738997988625
814,Volker,0.00491345788411478
815,Volker,0.0025791842530521547
816,Volker,0.006370780842603951
817,Volker,0.003880368593956812
818,Volker,0.0021340382388263623
819,Volker,0.003093906332392432
820,Volker,0.004019473681602157
821,Volker,0.004568754078540443
822,Volker,0.0022059349422781636
823,Volker,0.00412098331583598
824,Volker,0.0022174092774767382
825,Volker,0.003324833295627365
826,Volker,0.025717320849103813
827,Volker,0.004047169690289794
828,Volker,0.003443596032718379
829,Volker,0.016486442477389437
830,Volker,0.003890520083764127
831,Volker,0.014524250744078916
832,Volker,0.0021867015205704224
833,Volker,0.004716746926389595
834,Volker,0.002468593540498702
835,Volker,0.004081142541123002
836,Volker,0.003890502217773239
837,Volker,0.006578243771224086
838,Volker,0.0040173572369635565
839,Volker,0.00463833250497304
840,Volker,0.03162078797398294
841,Volker,0.002616720364381967
842,Volker,0.0032220359376634185
843,Volker,0.0031121573584687217
844,Volker,0.014700636708246558
845,Volker,0.0028885720067286453
846,Volker,0.0019950412673778698
847,Volker,0.003429666242110639
848,Volker,0.004500440795788471
849,Volker,0.002289777093297368
850,Volker,0.012819909373880214
851,Volker,0.003755221557929091
852,Volker,0.003460884864888573
853,Volker,0.03591106400489934
854,Volker,0.004458076934028824
855,Volker,0.012851441709969286
856,Volker,0.002598341480431136
857,Volker,0.003300272625074277
858,Volker,0.0027244375208282843
859,Volker,0.002782625761492774
860,Volker,0.02509226948126966
861,Volker,0.002421459087217039
862,Volker,0.0027471994059900667
863,Volker,0.003165176112291491
864,Volker,0.0019983265220589364
865,Volker,0.00857579715060484
866,Volker,0.003161103648028808
867,Volker,0.002686356333271979
868,Volker,0.011722139546233516
869,Volker,0.003996344854841197
870,Volker,0.0028948320775019176
871,Volker,0.005223698494813685
872,Volker,0.002450748023008722
873,Volker,0.0019969222304456334
874,Volker,0.0015934820342588876
875,Volker,0.0023445947537526278
876,Volker,0.002537299422255288
877,Volker,0.013248639376280817
878,Volker,0.0019290710563060834
879,Volker,0.025488184658260884
880,Volker,0.002666882930779202
881,Volker,0.0027638962907822334
882,Volker,0.0028826852073319783
883,Volker,0.0024291052753752846
884,Volker,0.00647774598173758
885,Volker,0.005033482245311455
886,Volker,0.017459618564760436
887,Volker,0.012805143403638627
888,Volker,0.0023815397106987423
889,Volker,0.003948018586833407
890,Volker,0.004752428838656629
891,Volker,0.003570705967852698
892,Volker,0.005254910254309545
893,Volker,0.0073413688385882084
894,Volker,0.004235601412175522
895,Volker,0.015023912252350736
896,Volker,0.0038650893463258998
897,Volker,0.0035716986339721125
898,Volker,0.011865257057034052
899,Volker,0.002600724503096064
900,Volker,0.0014828427759493064
901,Volker,0.009920465454251914
902,Volker,0.011429677737577665
903,Volker,0.0028453899841802527
904,Volker,0.003864821972492788
905,Volker,0.007372897651092188
906,Volker,0.002986371249296395
907,Volker,0.0029277831525784744
908,Volker,0.005412602379862652
